"","X1.1","Genus","value","Type"
"1899",NA,"Sellimonas","NA","PC07578-Seq.200_Diff"
"1900",NA,"Serratia","NA","PC07578-Seq.200_Diff"
"1901",NA,"Succiniclasticum","NA","PC07578-Seq.200_Diff"
"1902",NA,"Tyzzerella","NA","PC07578-Seq.200_Diff"
"1903",NA,"Tyzzerella 3","NA","PC07578-Seq.200_Diff"
"1904",NA,"Acinetobacter","NA","PC07578-Seq.2000_Diff"
"1905",NA,"Actinomyces","NA","PC07578-Seq.2000_Diff"
"1906",NA,"Alistipes","NA","PC07578-Seq.2000_Diff"
"1907",NA,"Anaerostipes","NA","PC07578-Seq.2000_Diff"
"1908",NA,"Bacillus","44.7467770640373","PC07578-Seq.2000_Diff"
"1909",NA,"Bacteroides","NA","PC07578-Seq.2000_Diff"
"1910",NA,"Bifidobacterium","NA","PC07578-Seq.2000_Diff"
"1911",NA,"Bilophila","NA","PC07578-Seq.2000_Diff"
"1912",NA,"Clostridium","NA","PC07578-Seq.2000_Diff"
"1913",NA,"Lachnoclostridium","NA","PC07578-Seq.2000_Diff"
"1914",NA,"Collinsella","NA","PC07578-Seq.2000_Diff"
"1915",NA,"Coprobacillus","NA","PC07578-Seq.2000_Diff"
"1916",NA,"Cryptococcus",NA,"PC07578-Seq.2000_Diff"
"1917",NA,"Deinococcus","NA","PC07578-Seq.2000_Diff"
"1918",NA,"Enterococcus","-11.1419189969513","PC07578-Seq.2000_Diff"
"1919",NA,"Escherichia-Shigella","-55.7509571064372","PC07578-Seq.2000_Diff"
"1920",NA,"Fusobacterium","NA","PC07578-Seq.2000_Diff"
"1921",NA,"Helicobacter","NA","PC07578-Seq.2000_Diff"
"1922",NA,"Lactobacillus","-6.34673843322085","PC07578-Seq.2000_Diff"
"1923",NA,"Listeria","22.2020804863764","PC07578-Seq.2000_Diff"
"1924",NA,"Neisseria","NA","PC07578-Seq.2000_Diff"
"1925",NA,"Paenibacillus","NA","PC07578-Seq.2000_Diff"
"1926",NA,"Parabacteroides","NA","PC07578-Seq.2000_Diff"
"1927",NA,"Pediococcus","NA","PC07578-Seq.2000_Diff"
"1928",NA,"Porphyromonadaceae","NA","PC07578-Seq.2000_Diff"
"1929",NA,"Propionibacterium","NA","PC07578-Seq.2000_Diff"
"1930",NA,"Pseudomonas","-56.2887198622075","PC07578-Seq.2000_Diff"
"1931",NA,"Pyramidobacter","NA","PC07578-Seq.2000_Diff"
"1932",NA,"Ralstonia","NA","PC07578-Seq.2000_Diff"
"1933",NA,"Rhodobacter","NA","PC07578-Seq.2000_Diff"
"1934",NA,"Saccharomyces",NA,"PC07578-Seq.2000_Diff"
"1935",NA,"Salmonella",NA,"PC07578-Seq.2000_Diff"
"1936",NA,"Staphylococcus","71.8256922261719","PC07578-Seq.2000_Diff"
"1937",NA,"Streptococcus","NA","PC07578-Seq.2000_Diff"
"1938",NA,"Subdoligranulum","NA","PC07578-Seq.2000_Diff"
"1939",NA,"[Clostridium] innocuum group","NA","PC07578-Seq.2000_Diff"
"1940",NA,"[Eubacterium] coprostanoligenes group","NA","PC07578-Seq.2000_Diff"
"1941",NA,"[Eubacterium] eligens group","NA","PC07578-Seq.2000_Diff"
"1942",NA,"[Eubacterium] hallii group","NA","PC07578-Seq.2000_Diff"
"1943",NA,"[Eubacterium] rectale group","NA","PC07578-Seq.2000_Diff"
"1944",NA,"[Eubacterium] ventriosum group","NA","PC07578-Seq.2000_Diff"
"1945",NA,"[Eubacterium] xylanophilum group","NA","PC07578-Seq.2000_Diff"
"1946",NA,"[Ruminococcus] gauvreauii group","NA","PC07578-Seq.2000_Diff"
"1947",NA,"[Ruminococcus] torques group","NA","PC07578-Seq.2000_Diff"
"1948",NA,"Adlercreutzia","NA","PC07578-Seq.2000_Diff"
"1949",NA,"Akkermansia","NA","PC07578-Seq.2000_Diff"
"1950",NA,"Ambiguous_taxa","NA","PC07578-Seq.2000_Diff"
"1951",NA,"Anaerofilum","NA","PC07578-Seq.2000_Diff"
"1952",NA,"Anaerotruncus","NA","PC07578-Seq.2000_Diff"
"1953",NA,"Blautia","NA","PC07578-Seq.2000_Diff"
"1954",NA,"Butyricicoccus","NA","PC07578-Seq.2000_Diff"
"1955",NA,"Candidatus Stoquefichus","NA","PC07578-Seq.2000_Diff"
"1956",NA,"Carnobacterium","NA","PC07578-Seq.2000_Diff"
"1957",NA,"Christensenellaceae R-7 group","NA","PC07578-Seq.2000_Diff"
"1958",NA,"Clostridium sensu stricto 1","NA","PC07578-Seq.2000_Diff"
"1959",NA,"Coprococcus 1","NA","PC07578-Seq.2000_Diff"
"1960",NA,"Coprococcus 2","NA","PC07578-Seq.2000_Diff"
"1961",NA,"Coprococcus 3","NA","PC07578-Seq.2000_Diff"
"1962",NA,"Defluviitaleaceae UCG-011","NA","PC07578-Seq.2000_Diff"
"1963",NA,"Dialister","NA","PC07578-Seq.2000_Diff"
"1964",NA,"Dorea","NA","PC07578-Seq.2000_Diff"
"1965",NA,"Eisenbergiella","NA","PC07578-Seq.2000_Diff"
"1966",NA,"Enterobacter","NA","PC07578-Seq.2000_Diff"
"1967",NA,"Erwinia","NA","PC07578-Seq.2000_Diff"
"1968",NA,"Erysipelatoclostridium","NA","PC07578-Seq.2000_Diff"
"1969",NA,"Erysipelotrichaceae UCG-003","NA","PC07578-Seq.2000_Diff"
"1970",NA,"Faecalibacterium","NA","PC07578-Seq.2000_Diff"
"1971",NA,"Family XIII AD3011 group","NA","PC07578-Seq.2000_Diff"
"1972",NA,"Flavonifractor","NA","PC07578-Seq.2000_Diff"
"1973",NA,"Fusicatenibacter","NA","PC07578-Seq.2000_Diff"
"1974",NA,"Gordonibacter","NA","PC07578-Seq.2000_Diff"
"1975",NA,"Gossypium arboreum","NA","PC07578-Seq.2000_Diff"
"1976",NA,"Holdemania","NA","PC07578-Seq.2000_Diff"
"1977",NA,"Hungatella","NA","PC07578-Seq.2000_Diff"
"1978",NA,"Intestinibacter","NA","PC07578-Seq.2000_Diff"
"1979",NA,"Intestinimonas","NA","PC07578-Seq.2000_Diff"
"1980",NA,"Kluyvera","NA","PC07578-Seq.2000_Diff"
"1981",NA,"Lachnospira","NA","PC07578-Seq.2000_Diff"
"1982",NA,"Lachnospiraceae FCS020 group","NA","PC07578-Seq.2000_Diff"
"1983",NA,"Lachnospiraceae ND3007 group","NA","PC07578-Seq.2000_Diff"
"1984",NA,"Lachnospiraceae NK4A136 group","NA","PC07578-Seq.2000_Diff"
"1985",NA,"Lachnospiraceae UCG-001","NA","PC07578-Seq.2000_Diff"
"1986",NA,"Lachnospiraceae UCG-004","NA","PC07578-Seq.2000_Diff"
"1987",NA,"Lachnospiraceae UCG-008","NA","PC07578-Seq.2000_Diff"
"1988",NA,"Lactonifactor","NA","PC07578-Seq.2000_Diff"
"1989",NA,"Marvinbryantia","NA","PC07578-Seq.2000_Diff"
"1990",NA,"Odoribacter","NA","PC07578-Seq.2000_Diff"
"1991",NA,"Oryza sativa Indica Group (long-grained rice)","NA","PC07578-Seq.2000_Diff"
"1992",NA,"Other","NA","PC07578-Seq.2000_Diff"
"1993",NA,"Oxalobacter","NA","PC07578-Seq.2000_Diff"
"1994",NA,"Parasutterella","NA","PC07578-Seq.2000_Diff"
"1995",NA,"Phascolarctobacterium","NA","PC07578-Seq.2000_Diff"
"1996",NA,"Porphyromonas","NA","PC07578-Seq.2000_Diff"
"1997",NA,"Raoultella","NA","PC07578-Seq.2000_Diff"
"1998",NA,"Roseburia","NA","PC07578-Seq.2000_Diff"
"1999",NA,"Ruminiclostridium","NA","PC07578-Seq.2000_Diff"
"2000",NA,"Ruminiclostridium 5","NA","PC07578-Seq.2000_Diff"
"2001",NA,"Ruminiclostridium 9","NA","PC07578-Seq.2000_Diff"
"2002",NA,"Ruminococcaceae NK4A214 group","NA","PC07578-Seq.2000_Diff"
"2003",NA,"Ruminococcaceae UCG-002","NA","PC07578-Seq.2000_Diff"
"2004",NA,"Ruminococcaceae UCG-003","NA","PC07578-Seq.2000_Diff"
"2005",NA,"Ruminococcaceae UCG-004","NA","PC07578-Seq.2000_Diff"
"2006",NA,"Ruminococcaceae UCG-005","NA","PC07578-Seq.2000_Diff"
"2007",NA,"Ruminococcaceae UCG-013","NA","PC07578-Seq.2000_Diff"
"2008",NA,"Ruminococcaceae UCG-014","NA","PC07578-Seq.2000_Diff"
"2009",NA,"Ruminococcus 1","NA","PC07578-Seq.2000_Diff"
"2010",NA,"Ruminococcus 2","NA","PC07578-Seq.2000_Diff"
"2011",NA,"Sellimonas","NA","PC07578-Seq.2000_Diff"
"2012",NA,"Serratia","NA","PC07578-Seq.2000_Diff"
"2013",NA,"Succiniclasticum","NA","PC07578-Seq.2000_Diff"
"2014",NA,"Tyzzerella","NA","PC07578-Seq.2000_Diff"
"2015",NA,"Tyzzerella 3","NA","PC07578-Seq.2000_Diff"
